ticket_id,customer_id,product_id,created_at,closed_at,status,priority,channel,root_cause,description
537,145,2,14/11/2024 17:34,20/11/2024 17:34,closed,medium,app,User Error,Customer reported issue related to user error on dBank Wallet.
538,483,8,7/11/2023 8:32,8/11/2023 8:32,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
539,82,3,27/4/2025 18:19,29/4/2025 18:19,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
540,115,8,22/9/2023 12:23,,open,medium,call,Data Sync,Customer reported issue related to data sync on dBank Rewards.
541,437,9,10/9/2024 3:47,9/10/2024 3:47,resolved,medium,app,Third-Party API,Customer reported issue related to third-party api on dBank Insights.
542,401,10,16/9/2024 3:42,,open,low,web,Fraud,Customer reported issue related to fraud on dBank Pay.
543,446,4,21/7/2025 13:10,30/7/2025 13:10,resolved,medium,email,User Error,Customer reported issue related to user error on dBank Lending.
544,51,3,24/10/2024 13:14,28/10/2024 13:14,closed,medium,email,Third-Party API,Customer reported issue related to third-party api on dBank Savings.
545,394,1,9/9/2023 17:14,25/9/2023 17:14,closed,low,call,User Error,Customer reported issue related to user error on dBank Core.
546,213,6,6/10/2024 8:56,30/10/2024 8:56,resolved,medium,web,User Error,Customer reported issue related to user error on dBank Mobile App.
547,212,7,8/7/2025 16:42,,pending,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
548,6,9,24/8/2025 2:32,3/9/2025 2:32,resolved,high,web,UI Bug,Customer reported issue related to ui bug on dBank Insights.
549,202,1,7/11/2024 23:21,25/11/2024 23:21,closed,high,call,UI Bug,Customer reported issue related to ui bug on dBank Core.
550,454,9,13/6/2025 11:04,23/6/2025 11:04,resolved,low,call,Data Sync,Customer reported issue related to data sync on dBank Insights.
551,313,3,18/12/2024 14:42,24/12/2024 14:42,resolved,medium,email,User Error,Customer reported issue related to user error on dBank Savings.
552,452,5,28/3/2023 1:20,9/4/2023 1:20,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
553,262,9,16/11/2023 18:58,6/12/2023 18:58,closed,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
554,397,5,13/1/2025 15:23,,open,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
555,260,6,7/5/2023 1:44,,open,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
556,121,10,2/8/2024 22:51,29/8/2024 22:51,closed,low,call,User Error,Customer reported issue related to user error on dBank Pay.
557,418,10,19/11/2024 5:05,5/12/2024 5:05,closed,low,web,User Error,Customer reported issue related to user error on dBank Pay.
558,185,8,11/4/2023 5:20,7/5/2023 5:20,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
559,67,8,8/8/2023 16:14,29/8/2023 16:14,resolved,low,email,Data Sync,Customer reported issue related to data sync on dBank Rewards.
560,300,8,13/10/2024 15:24,,pending,medium,email,User Error,Customer reported issue related to user error on dBank Rewards.
561,74,9,11/5/2023 17:38,15/5/2023 17:38,closed,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Insights.
562,383,3,24/8/2025 20:21,23/9/2025 20:21,closed,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
563,190,10,24/10/2023 1:27,27/10/2023 1:27,resolved,low,call,UI Bug,Customer reported issue related to ui bug on dBank Pay.
564,249,1,21/3/2025 5:12,8/4/2025 5:12,resolved,low,call,Data Sync,Customer reported issue related to data sync on dBank Core.
565,111,3,18/4/2025 17:47,5/5/2025 17:47,resolved,low,app,UI Bug,Customer reported issue related to ui bug on dBank Savings.
566,294,5,2/8/2024 16:28,,pending,low,web,User Error,Customer reported issue related to user error on dBank Merchant.
567,259,8,18/2/2025 16:22,22/2/2025 16:22,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
568,461,7,14/12/2023 19:41,4/1/2024 19:41,resolved,medium,app,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
569,363,1,8/8/2024 22:56,,pending,low,app,Fraud,Customer reported issue related to fraud on dBank Core.
570,44,4,5/9/2025 22:31,29/9/2025 22:31,closed,high,web,User Error,Customer reported issue related to user error on dBank Lending.
571,258,1,4/5/2023 23:57,,open,high,call,User Error,Customer reported issue related to user error on dBank Core.
572,126,10,30/3/2024 3:04,,pending,low,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
573,479,1,15/12/2023 15:54,15/12/2023 15:54,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
574,51,9,22/6/2023 10:23,30/6/2023 10:23,closed,low,email,User Error,Customer reported issue related to user error on dBank Insights.
575,31,10,11/9/2025 11:50,3/10/2025 11:50,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Pay.
576,212,6,22/9/2023 13:40,,open,low,web,User Error,Customer reported issue related to user error on dBank Mobile App.
577,301,4,19/5/2024 18:31,,pending,high,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
578,238,9,21/2/2024 2:22,5/3/2024 2:22,closed,high,app,UI Bug,Customer reported issue related to ui bug on dBank Insights.
579,494,10,22/11/2024 3:41,9/12/2024 3:41,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Pay.
580,434,9,28/7/2023 5:11,2/8/2023 5:11,closed,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Insights.
581,285,8,12/2/2023 0:02,,pending,medium,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
582,478,8,7/10/2023 21:46,28/10/2023 21:46,resolved,high,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
583,262,5,16/2/2023 5:52,6/3/2023 5:52,closed,low,email,User Error,Customer reported issue related to user error on dBank Merchant.
584,426,3,12/1/2025 20:15,,pending,low,call,Data Sync,Customer reported issue related to data sync on dBank Savings.
585,485,6,12/10/2024 9:30,,pending,low,call,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
586,236,10,3/12/2023 0:34,,open,medium,app,Fraud,Customer reported issue related to fraud on dBank Pay.
587,3,1,19/11/2024 6:19,17/12/2024 6:19,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Core.
588,333,2,5/7/2024 1:07,,pending,medium,call,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
589,193,10,2/1/2024 14:04,26/1/2024 14:04,closed,low,call,Data Sync,Customer reported issue related to data sync on dBank Pay.
590,228,1,15/8/2023 0:43,,pending,low,call,User Error,Customer reported issue related to user error on dBank Core.
591,114,4,30/9/2025 17:58,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
592,421,7,24/4/2023 10:05,9/5/2023 10:05,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
593,66,2,11/5/2023 9:27,,open,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
594,348,1,20/9/2025 19:24,11/10/2025 19:24,resolved,low,email,Fraud,Customer reported issue related to fraud on dBank Core.
595,483,1,24/5/2025 11:45,6/6/2025 11:45,resolved,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Core.
596,265,1,24/6/2025 8:10,23/7/2025 8:10,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
597,100,6,25/3/2023 20:49,,open,high,email,Third-Party API,Customer reported issue related to third-party api on dBank Mobile App.
598,470,4,21/7/2023 5:59,23/7/2023 5:59,closed,low,email,User Error,Customer reported issue related to user error on dBank Lending.
599,304,6,10/5/2025 9:07,25/5/2025 9:07,closed,high,app,User Error,Customer reported issue related to user error on dBank Mobile App.
600,267,4,24/8/2025 2:39,,pending,medium,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
601,44,1,27/7/2025 1:12,24/8/2025 1:12,closed,medium,app,Data Sync,Customer reported issue related to data sync on dBank Core.
602,227,1,5/11/2023 22:14,7/11/2023 22:14,closed,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Core.
603,196,7,9/4/2023 22:28,,open,medium,app,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
604,238,7,20/6/2025 22:34,30/6/2025 22:34,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
605,56,2,13/1/2023 21:40,31/1/2023 21:40,closed,high,web,Fraud,Customer reported issue related to fraud on dBank Wallet.
606,132,6,7/3/2024 17:31,21/3/2024 17:31,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
607,160,10,22/3/2024 18:40,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
608,159,10,18/12/2023 10:35,18/12/2023 10:35,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Pay.
609,101,4,17/10/2024 7:19,,pending,low,email,User Error,Customer reported issue related to user error on dBank Lending.
610,240,10,10/12/2024 12:03,,pending,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Pay.
611,54,8,16/6/2025 1:32,15/7/2025 1:32,closed,medium,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
612,110,4,7/5/2024 12:04,,pending,low,web,User Error,Customer reported issue related to user error on dBank Lending.
613,4,6,11/1/2023 2:41,28/1/2023 2:41,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
614,300,6,14/2/2023 1:04,23/2/2023 1:04,closed,low,call,User Error,Customer reported issue related to user error on dBank Mobile App.
615,174,9,9/9/2023 6:30,14/9/2023 6:30,resolved,high,app,User Error,Customer reported issue related to user error on dBank Insights.
616,71,7,1/11/2024 4:02,7/11/2024 4:02,resolved,low,call,User Error,Customer reported issue related to user error on dBank API Gateway.
617,339,3,21/8/2025 19:11,,pending,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
618,452,3,24/3/2025 6:54,5/4/2025 6:54,resolved,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Savings.
619,126,1,20/2/2025 22:25,19/3/2025 22:25,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
620,323,5,12/6/2025 4:36,,pending,low,app,User Error,Customer reported issue related to user error on dBank Merchant.
621,405,10,8/3/2023 6:05,1/4/2023 6:05,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
622,365,6,22/6/2024 17:35,7/7/2024 17:35,resolved,low,email,Fraud,Customer reported issue related to fraud on dBank Mobile App.
623,405,10,27/10/2024 1:19,24/11/2024 1:19,closed,low,web,UI Bug,Customer reported issue related to ui bug on dBank Pay.
624,157,7,29/6/2025 13:43,28/7/2025 13:43,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
625,44,5,31/3/2024 18:53,18/4/2024 18:53,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
626,240,7,23/2/2024 13:22,,pending,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
627,120,5,22/10/2024 2:45,24/10/2024 2:45,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Merchant.
628,475,4,11/4/2023 4:19,12/4/2023 4:19,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Lending.
629,382,5,15/7/2023 21:59,,pending,low,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
630,178,7,26/8/2025 14:46,,open,low,web,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
631,117,4,10/1/2025 7:38,26/1/2025 7:38,resolved,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Lending.
632,44,6,16/5/2025 6:50,15/6/2025 6:50,resolved,low,email,Data Sync,Customer reported issue related to data sync on dBank Mobile App.
633,16,6,23/5/2023 21:01,,pending,high,app,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
634,338,6,14/12/2023 8:12,4/1/2024 8:12,resolved,medium,call,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
635,12,10,15/3/2025 1:10,,open,high,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Pay.
636,410,10,24/7/2025 22:07,5/8/2025 22:07,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
637,198,4,1/5/2024 3:57,31/5/2024 3:57,resolved,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
638,54,9,1/7/2023 1:10,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
639,494,7,18/10/2023 7:29,8/11/2023 7:29,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
640,88,6,30/5/2025 14:57,2/6/2025 14:57,closed,low,email,User Error,Customer reported issue related to user error on dBank Mobile App.
641,200,4,14/5/2023 7:29,9/6/2023 7:29,resolved,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
642,258,8,10/10/2023 7:20,14/10/2023 7:20,resolved,low,email,Fraud,Customer reported issue related to fraud on dBank Rewards.
643,127,9,3/12/2023 20:43,,pending,low,app,User Error,Customer reported issue related to user error on dBank Insights.
644,148,8,22/12/2023 10:49,17/1/2024 10:49,closed,low,web,Data Sync,Customer reported issue related to data sync on dBank Rewards.
645,376,7,13/4/2024 14:00,,open,medium,app,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
646,485,1,3/9/2023 5:45,23/9/2023 5:45,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Core.
647,370,4,19/7/2025 17:58,12/8/2025 17:58,closed,high,app,User Error,Customer reported issue related to user error on dBank Lending.
648,259,6,24/2/2024 16:25,1/3/2024 16:25,closed,low,app,Fraud,Customer reported issue related to fraud on dBank Mobile App.
649,346,8,26/1/2024 12:30,22/2/2024 12:30,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Rewards.
650,364,3,1/12/2023 16:54,3/12/2023 16:54,closed,low,web,User Error,Customer reported issue related to user error on dBank Savings.
651,225,3,27/4/2024 10:09,,open,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
652,64,9,29/1/2025 14:13,19/2/2025 14:13,closed,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Insights.
653,92,4,1/1/2025 1:15,,open,low,app,User Error,Customer reported issue related to user error on dBank Lending.
654,416,9,18/10/2024 3:44,27/10/2024 3:44,resolved,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
655,194,4,9/8/2025 9:05,16/8/2025 9:05,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
656,8,6,20/4/2025 6:59,22/4/2025 6:59,closed,high,app,User Error,Customer reported issue related to user error on dBank Mobile App.
657,426,3,11/1/2025 6:04,27/1/2025 6:04,closed,medium,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
658,98,10,1/8/2023 19:43,14/8/2023 19:43,closed,low,app,UI Bug,Customer reported issue related to ui bug on dBank Pay.
659,89,1,16/2/2024 23:48,28/2/2024 23:48,closed,low,app,User Error,Customer reported issue related to user error on dBank Core.
660,143,10,13/1/2024 1:35,19/1/2024 1:35,resolved,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Pay.
661,53,9,21/3/2025 20:43,20/4/2025 20:43,closed,low,email,User Error,Customer reported issue related to user error on dBank Insights.
662,498,3,7/12/2023 6:23,4/1/2024 6:23,resolved,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
663,10,10,22/7/2025 21:18,7/8/2025 21:18,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
664,316,2,13/11/2023 8:36,7/12/2023 8:36,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
665,256,5,26/7/2023 5:31,15/8/2023 5:31,closed,low,email,User Error,Customer reported issue related to user error on dBank Merchant.
666,169,3,12/10/2023 11:33,5/11/2023 11:33,closed,low,email,Fraud,Customer reported issue related to fraud on dBank Savings.
667,148,1,23/8/2023 12:03,29/8/2023 12:03,closed,high,web,User Error,Customer reported issue related to user error on dBank Core.
668,357,4,14/9/2024 13:53,19/9/2024 13:53,resolved,medium,app,Data Sync,Customer reported issue related to data sync on dBank Lending.
669,36,4,23/2/2023 23:05,,open,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
670,426,4,30/8/2023 18:28,22/9/2023 18:28,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
671,91,10,12/9/2023 11:02,26/9/2023 11:02,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
672,498,6,12/2/2024 13:45,26/2/2024 13:45,resolved,low,email,User Error,Customer reported issue related to user error on dBank Mobile App.
673,420,8,21/1/2023 13:53,23/1/2023 13:53,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
674,90,5,25/1/2024 16:52,3/2/2024 16:52,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
675,70,8,20/7/2023 5:38,,open,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank Rewards.
676,474,7,20/8/2025 14:22,,pending,low,call,Fraud,Customer reported issue related to fraud on dBank API Gateway.
677,302,2,23/2/2024 1:24,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
678,224,5,28/2/2025 12:41,15/3/2025 12:41,resolved,medium,email,Data Sync,Customer reported issue related to data sync on dBank Merchant.
679,377,4,6/9/2023 17:23,2/10/2023 17:23,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Lending.
680,331,3,25/9/2023 22:02,16/10/2023 22:02,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
681,395,2,21/10/2024 13:59,8/11/2024 13:59,closed,low,web,Data Sync,Customer reported issue related to data sync on dBank Wallet.
682,85,7,16/9/2023 11:00,3/10/2023 11:00,resolved,low,email,User Error,Customer reported issue related to user error on dBank API Gateway.
683,474,2,22/4/2023 23:09,17/5/2023 23:09,resolved,medium,call,User Error,Customer reported issue related to user error on dBank Wallet.
684,477,7,16/12/2024 11:13,21/12/2024 11:13,resolved,low,app,User Error,Customer reported issue related to user error on dBank API Gateway.
685,214,9,2/3/2024 23:49,15/3/2024 23:49,closed,low,web,User Error,Customer reported issue related to user error on dBank Insights.
686,102,8,6/7/2023 18:17,,pending,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
687,31,3,8/4/2025 6:59,6/5/2025 6:59,resolved,low,app,Data Sync,Customer reported issue related to data sync on dBank Savings.
688,86,2,28/10/2023 3:07,5/11/2023 3:07,closed,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Wallet.
689,345,2,10/1/2023 2:13,9/2/2023 2:13,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
690,268,1,20/1/2024 21:57,19/2/2024 21:57,resolved,high,email,User Error,Customer reported issue related to user error on dBank Core.
691,310,7,11/12/2023 13:29,21/12/2023 13:29,resolved,medium,call,User Error,Customer reported issue related to user error on dBank API Gateway.
692,194,10,28/2/2023 12:57,,open,low,email,User Error,Customer reported issue related to user error on dBank Pay.
693,455,3,27/1/2023 21:54,12/2/2023 21:54,resolved,high,web,UI Bug,Customer reported issue related to ui bug on dBank Savings.
694,317,8,11/6/2024 15:02,11/6/2024 15:02,resolved,low,call,Data Sync,Customer reported issue related to data sync on dBank Rewards.
695,497,6,25/11/2024 16:10,10/12/2024 16:10,resolved,medium,app,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
696,481,8,5/11/2024 3:39,14/11/2024 3:39,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Rewards.
697,408,2,5/11/2023 19:58,,pending,low,email,Third-Party API,Customer reported issue related to third-party api on dBank Wallet.
698,247,9,4/9/2023 8:51,28/9/2023 8:51,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
699,476,6,13/7/2025 13:57,,open,medium,email,Third-Party API,Customer reported issue related to third-party api on dBank Mobile App.
700,344,2,12/11/2024 4:56,,pending,low,call,Data Sync,Customer reported issue related to data sync on dBank Wallet.
701,478,10,23/2/2025 21:52,5/3/2025 21:52,resolved,high,email,User Error,Customer reported issue related to user error on dBank Pay.
702,402,9,16/9/2025 15:54,,open,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
703,46,6,28/1/2025 21:33,,open,low,web,Data Sync,Customer reported issue related to data sync on dBank Mobile App.
704,489,7,13/8/2024 0:03,31/8/2024 0:03,closed,medium,email,UI Bug,Customer reported issue related to ui bug on dBank API Gateway.
705,187,3,16/6/2024 21:54,19/6/2024 21:54,resolved,low,email,UI Bug,Customer reported issue related to ui bug on dBank Savings.
706,418,5,7/5/2025 7:58,21/5/2025 7:58,closed,medium,web,User Error,Customer reported issue related to user error on dBank Merchant.
707,435,1,5/9/2024 11:39,27/9/2024 11:39,closed,low,email,Fraud,Customer reported issue related to fraud on dBank Core.
708,111,8,26/10/2023 13:42,20/11/2023 13:42,resolved,low,web,User Error,Customer reported issue related to user error on dBank Rewards.
709,479,4,18/12/2024 1:54,,open,medium,email,UI Bug,Customer reported issue related to ui bug on dBank Lending.
710,418,3,23/1/2023 19:56,5/2/2023 19:56,resolved,high,email,UI Bug,Customer reported issue related to ui bug on dBank Savings.
711,271,5,17/10/2023 7:06,3/11/2023 7:06,resolved,low,call,User Error,Customer reported issue related to user error on dBank Merchant.
712,298,1,20/5/2025 11:04,25/5/2025 11:04,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Core.
713,75,4,12/8/2023 7:07,12/8/2023 7:07,resolved,medium,app,User Error,Customer reported issue related to user error on dBank Lending.
714,440,3,21/1/2024 15:33,26/1/2024 15:33,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
715,27,2,30/9/2025 18:45,18/10/2025 18:45,resolved,high,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
716,61,4,11/2/2024 17:47,1/3/2024 17:47,closed,medium,email,User Error,Customer reported issue related to user error on dBank Lending.
717,408,2,7/3/2025 16:52,,pending,low,email,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
718,62,2,26/3/2023 4:26,16/4/2023 4:26,closed,low,email,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
719,382,2,24/3/2025 21:35,8/4/2025 21:35,resolved,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
720,33,9,9/7/2023 14:45,,open,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
721,429,10,5/7/2024 23:43,29/7/2024 23:43,closed,high,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
722,307,3,6/1/2023 20:11,16/1/2023 20:11,closed,low,web,User Error,Customer reported issue related to user error on dBank Savings.
723,45,9,20/9/2023 1:16,23/9/2023 1:16,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Insights.
724,484,1,12/9/2023 10:56,12/10/2023 10:56,resolved,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Core.
725,252,6,19/6/2024 12:49,5/7/2024 12:49,closed,medium,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
726,97,3,3/11/2023 7:50,,open,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Savings.
727,319,7,18/3/2023 20:01,30/3/2023 20:01,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank API Gateway.
728,347,7,20/8/2025 5:12,22/8/2025 5:12,resolved,high,web,User Error,Customer reported issue related to user error on dBank API Gateway.
729,289,9,11/9/2024 5:58,15/9/2024 5:58,resolved,high,email,UI Bug,Customer reported issue related to ui bug on dBank Insights.
730,494,10,11/9/2023 2:49,28/9/2023 2:49,closed,medium,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Pay.
731,328,2,7/1/2024 12:08,,open,medium,web,UI Bug,Customer reported issue related to ui bug on dBank Wallet.
732,51,7,29/9/2025 8:05,2/10/2025 8:05,closed,low,call,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
733,414,8,8/4/2023 19:15,26/4/2023 19:15,resolved,low,app,Data Sync,Customer reported issue related to data sync on dBank Rewards.
734,88,6,27/8/2025 14:11,21/9/2025 14:11,resolved,low,web,UI Bug,Customer reported issue related to ui bug on dBank Mobile App.
735,352,9,31/12/2024 5:39,4/1/2025 5:39,resolved,low,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Insights.
736,372,6,25/12/2024 9:04,7/1/2025 9:04,resolved,low,call,User Error,Customer reported issue related to user error on dBank Mobile App.
737,258,5,10/10/2023 15:34,1/11/2023 15:34,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Merchant.
738,209,6,15/5/2025 3:16,17/5/2025 3:16,closed,high,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Mobile App.
739,44,5,21/7/2024 17:56,,open,high,email,User Error,Customer reported issue related to user error on dBank Merchant.
740,478,3,6/5/2024 18:07,27/5/2024 18:07,closed,low,web,Data Sync,Customer reported issue related to data sync on dBank Savings.
741,382,1,1/1/2025 15:28,24/1/2025 15:28,resolved,low,app,Fraud,Customer reported issue related to fraud on dBank Core.
742,494,3,21/11/2024 19:03,,open,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Savings.
743,488,1,8/3/2024 18:02,19/3/2024 18:02,closed,low,web,User Error,Customer reported issue related to user error on dBank Core.
744,436,2,25/10/2023 10:53,2/11/2023 10:53,closed,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
745,157,9,25/4/2025 1:17,,pending,low,app,Fraud,Customer reported issue related to fraud on dBank Insights.
746,169,5,29/12/2023 3:54,26/1/2024 3:54,closed,low,app,Payment Gateway,Customer reported issue related to payment gateway on dBank Merchant.
747,252,4,28/3/2023 19:15,1/4/2023 19:15,resolved,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
748,394,5,20/8/2023 17:08,29/8/2023 17:08,resolved,low,web,Backend Timeout,Customer reported issue related to backend timeout on dBank Merchant.
749,138,2,25/3/2024 23:53,,open,low,email,Payment Gateway,Customer reported issue related to payment gateway on dBank Wallet.
750,453,4,24/4/2023 6:54,28/4/2023 6:54,resolved,low,call,Data Sync,Customer reported issue related to data sync on dBank Lending.
751,83,4,29/8/2025 17:27,,pending,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank Lending.
752,410,3,29/11/2023 14:33,28/12/2023 14:33,resolved,low,app,User Error,Customer reported issue related to user error on dBank Savings.
753,65,3,19/12/2023 18:12,9/1/2024 18:12,closed,low,call,UI Bug,Customer reported issue related to ui bug on dBank Savings.
754,306,1,20/3/2024 17:28,4/4/2024 17:28,closed,medium,web,Fraud,Customer reported issue related to fraud on dBank Core.
755,374,9,11/7/2023 9:04,14/7/2023 9:04,resolved,high,web,User Error,Customer reported issue related to user error on dBank Insights.
756,220,4,30/4/2024 3:45,16/5/2024 3:45,closed,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank Lending.
757,68,7,9/2/2023 9:58,,open,low,web,Payment Gateway,Customer reported issue related to payment gateway on dBank API Gateway.
758,27,7,22/2/2024 19:06,13/3/2024 19:06,closed,low,email,Backend Timeout,Customer reported issue related to backend timeout on dBank API Gateway.
759,262,7,21/10/2024 1:52,29/10/2024 1:52,resolved,low,call,User Error,Customer reported issue related to user error on dBank API Gateway.
760,127,6,5/7/2025 1:43,5/7/2025 1:43,closed,medium,call,Payment Gateway,Customer reported issue related to payment gateway on dBank Mobile App.
761,242,5,19/7/2025 22:04,24/7/2025 22:04,resolved,high,call,UI Bug,Customer reported issue related to ui bug on dBank Merchant.
762,58,2,16/11/2024 0:29,10/12/2024 0:29,closed,low,call,User Error,Customer reported issue related to user error on dBank Wallet.
763,302,9,11/9/2024 13:31,19/9/2024 13:31,closed,low,app,Data Sync,Customer reported issue related to data sync on dBank Insights.
764,67,10,4/5/2023 1:29,2/6/2023 1:29,closed,low,email,Data Sync,Customer reported issue related to data sync on dBank Pay.
